,R05_worry,Q18_flood_exp,Q0_age,Q53_income_UK,Q4_home_size_UK,R03_perc_damage,self_efficacy_DP,self_efficacy_WP,resp_efficacy_DP,resp_efficacy_WP,perc_cost_DP,perc_cost_WP,implemented_DP,implemented_WP,Perc_probability,Level_Education,annual_income,savings_multiplier,house_size,savings,weight_PMT,weight_SN
696,0.0,0,33,3,3,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,3.0,32707.149999999998,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
697,0.0,0,33,5,4,0.0,0.0,0.0,0.41666666666666663,0.5833333333333334,1.0,0.6666666666666666,0.0,0.0,0.0,3.0,83518.75,1.5,34.85130111524164,125278.125,0.9,0.09999999999999998
699,0.0,0,65,4,4,0.25,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.8333333333333333,0.41666666666666663,0.5833333333333334,0.0,0.0,0.001,3.0,44266.95,4.0,34.85130111524164,177067.8,0.9,0.09999999999999998
700,0.0,1,49,1,3,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337,0.75,0.0,1.0,0.0,4.0,18149.3,0.0,24.442379182156134,0.0,0.7,0.30000000000000004
703,0.0,0,21,1,1,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.0,0.0,0.0,2.0,18149.3,0.0,10.687732342007434,0.0,0.7,0.30000000000000004
707,0.0,1,44,5,4,0.0,0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0,4.0,83518.75,2.0,34.85130111524164,167037.5,0.1,0.9
708,0.0,0,70,4,6,0.5,0.16666666666666669,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.75,0.8333333333333333,0.0,0.0,0.0,2.0,44266.95,4.0,105.57620817843866,177067.8,0.7,0.30000000000000004
709,0.0,0,30,4,4,0.75,0.0,0.0,0.16666666666666669,0.08333333333333331,0.25,0.16666666666666669,0.0,0.0,0.0,3.0,44266.95,1.0,34.85130111524164,44266.95,0.3,0.7
710,0.25,0,20,2,3,0.5,0.41666666666666663,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.75,0.75,0.0,0.0,0.0,2.0,20575.8,0.5,24.442379182156134,10287.9,0.5,0.5
712,0.0,0,61,4,98,0.0,0.16666666666666669,0.0,0.16666666666666669,0.08333333333333331,0.6666666666666666,0.8333333333333333,0.0,0.0,0.005,2.0,44266.95,4.0,86.43122676579925,177067.8,0.1,0.9
713,0.0,0,31,5,3,0.5,1.0,1.0,0.5833333333333334,0.41666666666666663,0.5,0.41666666666666663,0.0,0.0,0.0,2.0,83518.75,4.0,24.442379182156134,334075.0,0.9,0.09999999999999998
716,0.0,0,34,5,3,0.0,0.0,0.0,0.8333333333333333,0.75,0.9166666666666667,0.9166666666666667,0.0,0.0,0.0,2.0,83518.75,3.0,24.442379182156134,250556.25,0.1,0.9
717,0.0,0,86,5,4,0.25,0.25,0.5,0.08333333333333331,0.5833333333333334,0.5833333333333334,0.8333333333333333,0.0,0.0,0.001,2.0,83518.75,4.0,34.85130111524164,334075.0,0.1,0.9
719,0.0,0,34,3,98,0.0,0.0,0.0,0.5,0.41666666666666663,0.25,0.75,0.0,0.0,0.0,3.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.3,0.7
721,0.5,0,44,4,3,0.5,0.5,0.5,0.33333333333333337,0.5,0.5833333333333334,0.33333333333333337,1.0,1.0,0.002,4.0,44266.95,1.0,24.442379182156134,44266.95,0.5,0.5
723,0.25,1,50,3,4,0.0,0.16666666666666669,0.0,0.08333333333333331,0.16666666666666669,0.33333333333333337,0.9166666666666667,0.0,0.0,0.02,2.0,32707.149999999998,4.0,34.85130111524164,130828.59999999999,0.1,0.9
725,0.25,0,38,3,1,0.25,0.0,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.001,4.0,32707.149999999998,0.0,10.687732342007434,0.0,0.1,0.9
726,0.0,0,57,2,4,0.0,0.0,0.16666666666666669,0.75,0.75,1.0,0.8333333333333333,0.0,0.0,0.0,4.0,20575.8,4.0,34.85130111524164,82303.2,0.5,0.5
727,0.25,0,66,4,5,0.75,0.0,0.16666666666666669,0.25,0.75,0.5833333333333334,1.0,0.0,0.0,0.0,3.0,44266.95,3.0,38.38289962825279,132800.84999999998,0.1,0.9
728,0.0,0,56,4,4,0.5,0.0,0.0,0.6666666666666666,0.5,0.75,0.8333333333333333,0.0,0.0,0.0,2.0,44266.95,4.0,34.85130111524164,177067.8,0.9,0.09999999999999998
731,0.0,0,55,5,98,0.0,0.33333333333333337,0.25,0.33333333333333337,0.0,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0,3.0,83518.75,4.0,86.43122676579925,334075.0,0.7,0.30000000000000004
733,0.0,0,46,1,2,0.0,0.0,0.0,0.41666666666666663,0.5,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0,2.0,18149.3,0.0,18.58736059479554,0.0,0.3,0.7
735,0.0,0,48,2,98,0.5,0.0,0.0,0.6666666666666666,0.75,0.9166666666666667,0.9166666666666667,0.0,0.0,0.0,4.0,20575.8,0.0,86.43122676579925,0.0,0.3,0.7
739,0.0,1,19,3,2,0.5,0.41666666666666663,0.5833333333333334,0.75,0.5833333333333334,0.6666666666666666,0.41666666666666663,1.0,0.0,0.0,2.0,32707.149999999998,2.0,18.58736059479554,65414.299999999996,0.7,0.30000000000000004
740,0.0,0,31,3,2,0.75,0.0,0.0,1.0,1.0,0.9166666666666667,0.8333333333333333,0.0,0.0,0.1,3.0,32707.149999999998,0.0,18.58736059479554,0.0,0.7,0.30000000000000004
741,1.0,0,37,1,98,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,18149.3,0.0,86.43122676579925,0.0,0.1,0.9
742,0.0,0,42,5,6,0.25,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,3.0,83518.75,2.0,105.57620817843866,167037.5,0.7,0.30000000000000004
